DATE,CPIQOEPS Index,AHE TOTL Index,ECICCVYY Index,USURTOT Index,ZHVIACUR Index,ZRIOAYOY Index,CPIQOEPS Index_yoy,ZHVIACUR Index_yoy,ZHVIACUR Index_yoy_lagged,AHE TOTL Index_lag30m,AHE TOTL Index_lag60m,AHE TOTL Index_lag90m,CPIQOEPS Index_lag30m,CPIQOEPS Index_lag60m,CPIQOEPS Index_lag90m,ECICCVYY Index_lag30m,ECICCVYY Index_lag60m,ECICCVYY Index_lag90m,USURTOT Index_lag30m,USURTOT Index_lag60m,USURTOT Index_lag90m,ZHVIACUR Index_lag30m,ZHVIACUR Index_lag60m,ZHVIACUR Index_lag90m,ZRIOAYOY Index_lag30m,ZRIOAYOY Index_lag60m,ZRIOAYOY Index_lag90m,CPIQOEPS Index_yoy_lag30m,CPIQOEPS Index_yoy_lag60m,CPIQOEPS Index_yoy_lag90m,ZHVIACUR Index_yoy_lag30m,ZHVIACUR Index_yoy_lag60m,ZHVIACUR Index_yoy_lag90m,ZHVIACUR Index_yoy_lagged_lag30m,ZHVIACUR Index_yoy_lagged_lag60m,ZHVIACUR Index_yoy_lagged_lag90m
2010-01-30,,4.3,36.53,363931.6874247252,2.59164,431.272,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-31,256.423,22.41,36.53,9.8,173926.28403495162,431.272,,6710951.0732567655,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,,,,,,,,,,,,
2010-02-01,256.423,22.41,36.53,9.8,173926.28403495162,431.272,,6710951.0732567655,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,,,,,,,,,,,,
2010-02-02,256.423,22.41,36.53,9.8,173926.28403495162,431.272,,6710951.0732567655,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,,,,,,,,,,,,
2010-02-03,256.423,22.41,36.53,9.8,173926.28403495162,431.272,,6710951.0732567655,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,,,,,,,,,,,,
2010-02-04,256.423,22.41,36.53,9.8,173926.28403495162,431.272,,6710951.0732567655,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,,,,,,,,,,,,
2010-02-05,256.423,22.41,36.53,9.8,173926.28403495162,431.272,,6710951.0732567655,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,,,,,,,,,,,,
2010-02-06,256.423,22.41,36.53,9.8,173926.28403495162,431.272,,6710951.0732567655,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,,,,,,,,,,,,
2010-02-07,256.423,22.41,36.53,9.8,173926.28403495162,431.272,,6710951.0732567655,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,,,,,,,,,,,,
2010-02-08,256.423,22.41,36.53,9.8,173926.28403495162,431.272,,6710951.0732567655,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,,,,,,,,,,,,
2010-02-09,256.423,22.41,36.53,9.8,173926.28403495162,431.272,,6710951.0732567655,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,,,,,,,,,,,,
2010-02-10,256.423,22.41,36.53,9.8,173926.28403495162,431.272,,6710951.0732567655,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,,,,,,,,,,,,
2010-02-11,256.423,22.41,36.53,9.8,173926.28403495162,431.272,,6710951.0732567655,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,,,,,,,,,,,,
2010-02-12,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-13,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-14,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-15,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-16,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,6710951.0732567655,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-17,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,6710951.0732567655,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-18,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,6710951.0732567655,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-19,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,6710951.0732567655,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-20,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,6710951.0732567655,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-21,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,6710951.0732567655,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-22,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,6710951.0732567655,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-23,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,6710951.0732567655,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-24,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,6710951.0732567655,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-25,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,6710951.0732567655,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-26,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,6710951.0732567655,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-27,256.423,22.41,36.53,9.8,173926.28403495162,431.272,0.0,0.0,6710951.0732567655,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,,,
2010-02-28,256.37,22.46,36.53,9.8,173855.9678014887,431.272,-0.0206689727520581,-0.0404287562705496,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,0.0,,
2010-03-01,256.37,22.46,36.53,9.8,173855.9678014887,431.272,-0.0206689727520581,-0.0404287562705496,0.0,4.3,,,,,,36.53,,,363931.6874247252,,,2.59164,,,431.272,,,,,,0.0,,,0.0,,
2010-03-02,256.37,22.46,36.53,9.8,173855.9678014887,431.272,-0.0206689727520581,-0.0404287562705496,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,,,,,,6710951.0732567655,,,0.0,,
2010-03-03,256.37,22.46,36.53,9.8,173855.9678014887,431.272,-0.0206689727520581,-0.0404287562705496,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,,,,,,6710951.0732567655,,,0.0,,
2010-03-04,256.37,22.46,36.53,9.8,173855.9678014887,431.272,-0.0206689727520581,-0.0404287562705496,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,,,,,,6710951.0732567655,,,0.0,,
2010-03-05,256.37,22.46,36.53,9.8,173855.9678014887,431.272,-0.0206689727520581,-0.0404287562705496,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,,,,,,6710951.0732567655,,,0.0,,
2010-03-06,256.37,22.46,36.53,9.8,173855.9678014887,431.272,-0.0206689727520581,-0.0404287562705496,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,,,,,,6710951.0732567655,,,0.0,,
2010-03-07,256.37,22.46,36.53,9.8,173855.9678014887,431.272,-0.0206689727520581,-0.0404287562705496,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,,,,,,6710951.0732567655,,,0.0,,
2010-03-08,256.37,22.46,36.53,9.8,173855.9678014887,431.272,-0.0206689727520581,-0.0404287562705496,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,,,,,,6710951.0732567655,,,0.0,,
2010-03-09,256.37,22.46,36.53,9.8,173855.9678014887,431.272,-0.0206689727520581,-0.0404287562705496,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,,,,,,6710951.0732567655,,,0.0,,
2010-03-10,256.37,22.46,36.53,9.8,173855.9678014887,431.272,-0.0206689727520581,-0.0404287562705496,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,,,,,,6710951.0732567655,,,0.0,,
2010-03-11,256.37,22.46,36.53,9.8,173855.9678014887,431.272,-0.0206689727520581,-0.0404287562705496,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,,,,,,6710951.0732567655,,,0.0,,
2010-03-12,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,,,,,,6710951.0732567655,,,0.0,,
2010-03-13,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,,,,,,6710951.0732567655,,,0.0,,
2010-03-14,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,0.0,,
2010-03-15,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,0.0,,
2010-03-16,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,-0.0404287562705496,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,0.0,,
2010-03-17,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,-0.0404287562705496,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,0.0,,
2010-03-18,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,-0.0404287562705496,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,6710951.0732567655,,
2010-03-19,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,-0.0404287562705496,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,6710951.0732567655,,
2010-03-20,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,-0.0404287562705496,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,6710951.0732567655,,
2010-03-21,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,-0.0404287562705496,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,6710951.0732567655,,
2010-03-22,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,-0.0404287562705496,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,6710951.0732567655,,
2010-03-23,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,-0.0404287562705496,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,6710951.0732567655,,
2010-03-24,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,-0.0404287562705496,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,6710951.0732567655,,
2010-03-25,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,-0.0404287562705496,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,6710951.0732567655,,
2010-03-26,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,-0.0404287562705496,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,6710951.0732567655,,
2010-03-27,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,-0.0404287562705496,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,6710951.0732567655,,
2010-03-28,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,6710951.0732567655,,
2010-03-29,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,0.0,22.41,4.3,,256.423,,,36.53,36.53,,9.8,363931.6874247252,,173926.28403495162,2.59164,,431.272,431.272,,0.0,,,0.0,0.0,,6710951.0732567655,,
2010-03-30,256.37,22.46,36.53,9.8,173855.9678014887,431.272,0.0,0.0,0.0,22.46,4.3,,256.37,,,36.53,36.53,,9.8,363931.6874247252,,173855.9678014887,2.59164,,431.272,431.272,,-0.0206689727520581,,,-0.0404287562705496,0.0,,0.0,0.0,
2010-03-31,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,-0.0745016967664047,-0.002017263719678,0.0,22.46,4.3,,256.37,,,36.53,36.53,,9.8,363931.6874247252,,173855.9678014887,2.59164,,431.272,431.272,,-0.0206689727520581,,,-0.0404287562705496,0.0,,0.0,0.0,
2010-04-01,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,-0.0745016967664047,-0.002017263719678,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,,-0.0206689727520581,,,-0.0404287562705496,6710951.0732567655,,0.0,0.0,
2010-04-02,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,-0.0745016967664047,-0.002017263719678,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,,-0.0206689727520581,,,-0.0404287562705496,6710951.0732567655,,0.0,0.0,
2010-04-03,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,-0.0745016967664047,-0.002017263719678,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,,-0.0206689727520581,,,-0.0404287562705496,6710951.0732567655,,0.0,0.0,
2010-04-04,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,-0.0745016967664047,-0.002017263719678,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,,-0.0206689727520581,,,-0.0404287562705496,6710951.0732567655,,0.0,0.0,
2010-04-05,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,-0.0745016967664047,-0.002017263719678,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,,-0.0206689727520581,,,-0.0404287562705496,6710951.0732567655,,0.0,0.0,
2010-04-06,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,-0.0745016967664047,-0.002017263719678,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,,-0.0206689727520581,,,-0.0404287562705496,6710951.0732567655,,0.0,0.0,
2010-04-07,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,-0.0745016967664047,-0.002017263719678,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,,-0.0206689727520581,,,-0.0404287562705496,6710951.0732567655,,0.0,0.0,
2010-04-08,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,-0.0745016967664047,-0.002017263719678,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,,-0.0206689727520581,,,-0.0404287562705496,6710951.0732567655,,0.0,0.0,
2010-04-09,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,-0.0745016967664047,-0.002017263719678,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,,-0.0206689727520581,,,-0.0404287562705496,6710951.0732567655,,0.0,0.0,
2010-04-10,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,-0.0745016967664047,-0.002017263719678,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,,-0.0206689727520581,,,-0.0404287562705496,6710951.0732567655,,0.0,0.0,
2010-04-11,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,-0.0745016967664047,-0.002017263719678,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,,0.0,,,0.0,6710951.0732567655,,0.0,0.0,
2010-04-12,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,0.0,0.0,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,,0.0,,,0.0,6710951.0732567655,,0.0,0.0,
2010-04-13,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,0.0,0.0,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,431.272,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2010-04-14,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,0.0,0.0,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,431.272,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2010-04-15,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,0.0,0.0,0.0,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,431.272,0.0,0.0,,0.0,0.0,0.0,-0.0404287562705496,0.0,
2010-04-16,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,0.0,0.0,-0.002017263719678,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,431.272,0.0,0.0,,0.0,0.0,0.0,-0.0404287562705496,0.0,
2010-04-17,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,0.0,0.0,-0.002017263719678,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,431.272,0.0,0.0,,0.0,0.0,0.0,-0.0404287562705496,6710951.0732567655,
2010-04-18,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,0.0,0.0,-0.002017263719678,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,431.272,0.0,0.0,,0.0,0.0,0.0,-0.0404287562705496,6710951.0732567655,
2010-04-19,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,0.0,0.0,-0.002017263719678,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,431.272,0.0,0.0,,0.0,0.0,0.0,-0.0404287562705496,6710951.0732567655,
2010-04-20,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,0.0,0.0,-0.002017263719678,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,431.272,0.0,0.0,,0.0,0.0,0.0,-0.0404287562705496,6710951.0732567655,
2010-04-21,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,0.0,0.0,-0.002017263719678,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,431.272,0.0,0.0,,0.0,0.0,0.0,-0.0404287562705496,6710951.0732567655,
2010-04-22,256.179,22.46,1.72885,9.9,173852.46066812574,431.272,0.0,0.0,-0.002017263719678,22.46,22.41,4.3,256.37,256.423,,36.53,36.53,36.53,9.8,9.8,363931.6874247252,173855.9678014887,173926.28403495162,2.59164,431.272,431.272,431.272,0.0,0.0,,0.0,0.0,0.0,-0.0404287562705496,6710951.0732567655,
